category_list,funding_total_usd,country_code,state_code,funding_rounds,target,founded_year,first_funding_year,last_funding_year
Automotive,118000.0,USA,CA,1,1,2013.0,2015.0,2015
Automotive,40000.0,IND,7,1,1,2013.0,2013.0,2013
unknown,2000000.0,,,1,1,2014.0,2014.0,2014
Mobile,150000.0,GBR,I2,2,1,2012.0,2013.0,2013
Big Data Analytics,500000.0,BEL,12,1,1,2012.0,2014.0,2014
Bicycles,150000.0,USA,CA,1,1,2002.0,2005.0,2005
Mobile,2000000.0,ZAF,,1,1,2010.0,2010.0,2010
Software,2329837.0,USA,MA,2,1,2002.0,2002.0,2009
Financial Services,30880930.0,,,2,1,2013.0,2014.0,2015
Manufacturing,2000000.0,USA,GA,1,1,2013.0,2014.0,2014
Software,1350000.0,USA,MI,1,1,2009.0,2009.0,2009
Education,7090000.0,USA,ND,2,1,1963.0,2013.0,2013
Security,2000000.0,USA,ID,1,1,1952.0,2013.0,2013
Aerospace,25000.0,USA,CO,1,1,2013.0,2015.0,2015
Game,2000000.0,USA,OR,1,1,2012.0,2014.0,2014
Software,3000000.0,USA,CA,2,1,2000.0,2001.0,2003
Local Businesses,2000000.0,USA,CA,1,1,1974.0,1984.0,1984
Health and Wellness,40000000.0,USA,AZ,1,1,1991.0,2014.0,2014
unknown,65000000.0,USA,CO,1,0,2010.0,2007.0,2007
E-Commerce,100000.0,USA,CA,1,1,2010.0,2014.0,2014
E-Commerce,1000000.0,SVN,61,1,1,2008.0,2010.0,2010
Apps,2000000.0,USA,IL,1,1,2011.0,2014.0,2014
Biotechnology,29940004.0,USA,CA,3,1,2013.0,2012.0,2015
E-Commerce,8411685.0,USA,NY,4,1,2010.0,2012.0,2015
Manufacturing,25000.0,USA,MD,1,1,2010.0,2011.0,2011
Fitness,2000000.0,,,1,1,2013.0,2014.0,2014
Fitness,2045000.0,USA,OH,2,1,2011.0,2011.0,2013
Advertising,9290000.0,USA,NY,3,1,2010.0,2011.0,2013
Online Travel,10302581.7887628,DEU,16,2,1,2015.0,2015.0,2015
Software,24000000.0,USA,CA,3,1,1998.0,2002.0,2006
Advertising,150000.0,USA,CA,1,1,2013.0,2013.0,2013
Mobile,500000.0,USA,WA,1,1,2006.0,2007.0,2007
Web Hosting,20000000.0,USA,GA,1,1,2000.0,2006.0,2006
Enterprise Software,26224193.0,GBR,H9,4,1,2011.0,2012.0,2015
Analytics,2000000.0,USA,IA,1,1,2013.0,2014.0,2014
Consumer Goods,21800000.0,USA,CA,3,1,2013.0,2014.0,2015
Hardware + Software,29468580.2362892,FRA,B9,3,1,1989.0,2007.0,2012
Android,350000.0,USA,RI,2,0,2010.0,2009.0,2012
Internet,1509636.0,GBR,H9,1,1,2013.0,2014.0,2014
Curated Web,20000.0,USA,OH,1,1,2012.0,2013.0,2013
Travel,288160.0,ESP,29,1,1,2011.0,2011.0,2011
Software,4000000.0,IND,19,2,1,2009.0,2014.0,2015
Curated Web,4750000.0,USA,NV,7,1,2011.0,2011.0,2014
Curated Web,500000.0,GBR,H9,2,1,2010.0,2011.0,2013
Education,2000000.0,USA,TX,1,1,2014.0,2014.0,2014
E-Commerce Platforms,8127390.0,USA,UT,2,1,2013.0,2014.0,2015
Banking,24410000.0,USA,NY,4,1,2011.0,2012.0,2015
Content Delivery,102083349.0,USA,CA,6,1,2010.0,2007.0,2010
Cloud Computing,1040000.0,CAN,AB,5,1,2012.0,2011.0,2014
Games,2150000.0,USA,TX,1,0,2010.0,2010.0,2010
Enterprise Software,5000000.0,USA,OH,1,1,2004.0,2006.0,2006
Enterprise Software,5992316.0,USA,TX,2,0,2003.0,2007.0,2010
Business Services,1050000.0,USA,NY,1,1,2010.0,2011.0,2011
Biotechnology,191229400.0,BEL,1,2,1,2006.0,2007.0,2009
Health and Wellness,2000000.0,,,1,1,2010.0,2015.0,2015
Health Care,700754.0,USA,AL,1,1,2010.0,2014.0,2014
unknown,40000000.0,,,1,0,2005.0,2007.0,2007
Film Production,1562000.0,GBR,H9,2,1,2014.0,2015.0,2015
Mobile,86500000.0,USA,CA,5,1,2006.0,2008.0,2015
Software,40000.0,BRA,29,1,1,2010.0,2010.0,2010
Games,811057.0,GBR,V8,1,1,2007.0,2010.0,2010
Celebrity,750000.0,USA,CA,2,1,2012.0,2013.0,2014
unknown,2000000.0,USA,FL,2,1,1985.0,2012.0,2013
Entertainment,3700000.0,USA,NY,2,1,2011.0,2011.0,2014
Entertainment,30000000.0,USA,CA,3,1,2012.0,2012.0,2015
Curated Web,6500000.0,CAN,BC,2,0,2007.0,2008.0,2008
Graphics,5500559.0,GBR,C3,3,1,2005.0,2005.0,2008
Events,50000.0,USA,CA,1,1,2013.0,2013.0,2013
Mobile,44000000.0,USA,MA,4,1,2006.0,2008.0,2011
Apps,96000000.0,BRA,2,5,1,1998.0,2000.0,2015
Internet,2000000.0,ESP,29,1,0,2010.0,2009.0,2009
Automotive,9600000.0,USA,MI,2,1,2003.0,2006.0,2007
Curated Web,129517.0,DEU,16,1,1,2012.0,2012.0,2012
Health and Wellness,115000.0,USA,CA,4,1,2013.0,2013.0,2015
Software,1300000.0,USA,NV,1,1,2012.0,2015.0,2015
Search,3450000.0,USA,MO,2,1,2006.0,2013.0,2013
Enterprises,412000.0,USA,WA,2,0,2011.0,2013.0,2014
E-Commerce,6819163.36442367,DEU,16,1,1,2010.0,2015.0,2015
Software,1500000.0,USA,MA,1,1,2007.0,2007.0,2007
Games,489703.0,SWE,26,1,1,2007.0,2010.0,2010
Entertainment,950000.0,USA,CA,1,1,2012.0,2012.0,2012
Audio,5500000.0,GBR,H9,1,1,2008.0,2010.0,2010
Networking,1923669.0,USA,AR,6,1,2008.0,2009.0,2015
Mobile,3000000.0,USA,PA,1,1,2010.0,2010.0,2010
Curated Web,1300000.0,USA,CA,1,1,2009.0,2010.0,2010
Mobile,39728460.0,USA,GA,2,1,1999.0,2013.0,2014
Android,2000000.0,USA,GA,1,1,2010.0,2012.0,2012
Entertainment,1500000.0,ISR,5,1,1,2011.0,2011.0,2011
Travel,2000000.0,ITA,9,2,0,2007.0,2007.0,2010
Cars,308420.0,ESP,29,3,1,2012.0,2013.0,2015
Advertising,2000000.0,USA,CA,1,1,2006.0,2008.0,2008
Messaging,300000.0,USA,DE,1,1,2014.0,2014.0,2014
Collaboration,2000000.0,IND,2,1,1,2011.0,2012.0,2012
Collaborative Consumption,125000.0,USA,WA,3,1,2014.0,2014.0,2015
Facebook Applications,550000.0,USA,GA,1,1,2010.0,2012.0,2012
Games,757625.0,GBR,N7,1,1,2004.0,2013.0,2013
Health Care,100000.0,USA,WI,1,1,2010.0,2012.0,2012
Babies,1885539.0,USA,IL,3,1,2011.0,2012.0,2014
E-Commerce,35000000.0,USA,CA,3,1,2006.0,2007.0,2014
Real Time,300000.0,,,1,0,2014.0,2014.0,2014
Biotechnology,80607656.0,USA,CA,3,1,2006.0,2011.0,2015
Mobile,4118616.0,CHN,22,1,1,2010.0,2014.0,2014
E-Commerce,4700000.0,USA,CA,2,0,2010.0,2008.0,2010
Mobile,20000000.0,USA,CA,2,1,2012.0,2013.0,2015
Hardware + Software,2000000.0,USA,CA,1,1,2014.0,2015.0,2015
Education,10000.0,RUS,48,1,0,2012.0,2012.0,2012
News,25000.0,RUS,48,1,0,2012.0,2013.0,2013
Search,19250000.0,USA,WA,2,1,2002.0,2007.0,2012
E-Commerce,40000.0,,,1,1,2010.0,2012.0,2012
Internet,60000.0,MEX,9,2,0,2010.0,2014.0,2014
Education,500000.0,IDN,,1,0,2011.0,2012.0,2012
Mining Technologies,1750000.0,AUS,7,1,1,2010.0,2015.0,2015
Tourism,27200000.0,ZAF,,1,1,2010.0,2014.0,2014
Mobile,2000000.0,SGP,,1,1,2008.0,2009.0,2009
Analytics,1500000.0,USA,UT,2,1,2007.0,2009.0,2010
App Marketing,22299999.0,USA,CA,3,1,2005.0,2007.0,2010
Enterprise Software,307161792.0,USA,TX,4,1,2008.0,2011.0,2014
Browser Extensions,2300000.0,USA,CA,2,1,1998.0,2003.0,2005
Mobile,750000.0,USA,CA,3,1,2011.0,2012.0,2014
Photography,1000000.0,USA,CA,1,1,2013.0,2013.0,2013
Advertising,1800000.0,GBR,H9,1,1,2010.0,2011.0,2011
Flash Storage,1900000.0,USA,UT,1,1,2005.0,2005.0,2005
Analytics,2000000.0,USA,NY,1,1,2011.0,2013.0,2013
Big Data,8805000.0,USA,NY,3,1,2013.0,2013.0,2015
E-Commerce,32680.0,,,1,1,2010.0,2013.0,2013
Software,9164123.0,USA,MN,4,0,2004.0,2008.0,2012
Billing,2000000.0,USA,IL,1,1,2007.0,2008.0,2008
Biotechnology,32000000.0,USA,CA,1,0,2010.0,2005.0,2005
Automotive,10000.0,USA,NJ,1,1,2007.0,2007.0,2007
Pharmaceuticals,2000000.0,ISR,5,1,1,2013.0,2012.0,2012
Mobile,2457500.0,USA,NC,2,1,2010.0,2012.0,2013
Health Care,2000000.0,USA,WA,2,1,2014.0,2015.0,2015
Health Care,1750000.0,USA,WI,1,1,2010.0,2015.0,2015
E-Commerce,2000000.0,,,1,1,2004.0,2014.0,2014
Analytics,1200000.0,USA,NY,2,1,2014.0,2014.0,2015
3D,200000.0,AUS,2,1,1,2011.0,2011.0,2011
Mobile,4000000.0,USA,VA,1,1,2000.0,2005.0,2005
Distribution,3750000.0,ISR,5,5,0,2006.0,2006.0,2008
Advice,36000000.0,USA,CA,1,1,1995.0,2001.0,2001
Finance,4000000.0,USA,DC,1,1,2014.0,2015.0,2015
Mobile,5000000.0,USA,TX,1,0,2005.0,2009.0,2009
Apps,150000.0,,,1,1,2011.0,2013.0,2013
Email Marketing,85000.0,,,2,0,2012.0,2012.0,2013
Software,3710000.0,IRL,4,2,1,2005.0,2009.0,2014
Health Care,1700000.0,USA,CA,1,1,2014.0,2015.0,2015
Hospitality,200000.0,USA,CA,1,1,2008.0,2014.0,2014
Health and Wellness,14000000.0,USA,TX,1,1,2010.0,2006.0,2006
Hospitality,2000000.0,IND,10,1,1,2014.0,2014.0,2014
Finance,2000000.0,DEU,16,1,1,2014.0,2014.0,2014
Apps,650000.0,FRA,A8,1,1,2014.0,2015.0,2015
Mobile,4797338.0,USA,CA,1,1,2010.0,2011.0,2011
Healthcare Services,2000000.0,,,1,1,2014.0,2015.0,2015
Semiconductors,2000000.0,USA,AZ,1,1,2013.0,2013.0,2013
E-Commerce,700000.0,ARG,7,2,1,2013.0,2013.0,2015
unknown,2000000.0,DEU,13,1,1,2013.0,2013.0,2013
Advertising,15100000.0,USA,NY,2,1,2002.0,2002.0,2009
Health and Wellness,150000.0,USA,TX,1,1,2015.0,2014.0,2014
Distributors,363000000.0,USA,TX,1,1,1921.0,2015.0,2015
Software,6000000.0,USA,CA,1,1,2013.0,2015.0,2015
Health Care,30527571.0,USA,TN,5,1,1998.0,2009.0,2014
Construction,2000000.0,USA,IL,1,1,1994.0,2013.0,2013
Health Care,2000000.0,USA,PA,1,1,2002.0,2014.0,2014
Manufacturing,2000000.0,,,1,1,2014.0,2015.0,2015
Internet,351000.0,ARE,3,1,1,2013.0,2015.0,2015
Internet,2000000.0,USA,GA,1,1,2010.0,2001.0,2001
Health and Wellness,8375000.0,USA,OH,3,1,2008.0,2009.0,2010
Governments,2000000.0,USA,NY,1,1,2010.0,2015.0,2015
IT and Cybersecurity,2000000.0,USA,VA,1,1,2010.0,2014.0,2014
Education,10000.0,USA,LA,1,1,2012.0,2012.0,2012
SaaS,100000.0,USA,NJ,1,1,2013.0,2012.0,2012
Service Providers,4400000.0,USA,IL,2,1,1996.0,2004.0,2007
Mobile,124143.0,GBR,I6,1,1,2012.0,2012.0,2012
Clean Technology,2000000.0,DEU,13,4,1,2010.0,2012.0,2015
Crowdsourcing,77000.0,IND,7,1,1,2010.0,2015.0,2015
Hardware + Software,2000000.0,USA,FL,1,1,2010.0,2014.0,2014
Biotechnology,18400033.0,CAN,BC,2,1,2007.0,2011.0,2015
Security,70000.0,USA,VA,1,1,2011.0,2013.0,2013
Curated Web,2000000.0,USA,CA,1,1,2010.0,2008.0,2008
Mobile,1201000.0,USA,WA,2,1,2010.0,2010.0,2013
E-Commerce,2000000.0,IND,7,1,1,2014.0,2015.0,2015
Biotechnology,250000.0,USA,MA,1,1,2010.0,2012.0,2012
Advertising,5000000.0,USA,CO,1,1,2005.0,2006.0,2006
Curated Web,1496950.0,USA,PA,1,1,2006.0,2009.0,2009
Music,2330000.0,USA,CA,1,1,2004.0,2005.0,2005
Dental,57166.0,ESP,29,1,1,2009.0,2010.0,2010
Medical Devices,13500000.0,ISR,3,2,1,2005.0,2014.0,2015
Semiconductors,16000000.0,,,1,1,1998.0,2009.0,2009
Media,2000000.0,USA,CA,1,1,2008.0,2015.0,2015
Incubators,300000.0,RUS,48,1,1,2011.0,2013.0,2013
Financial Services,25000000.0,IND,16,3,1,2011.0,2013.0,2015
Curated Web,32000000.0,GBR,G1,1,1,2010.0,2008.0,2008
3D,5500.0,PAK,5,1,1,2014.0,2014.0,2014
E-Commerce,2120000.0,,,2,1,2010.0,2014.0,2014
Apps,1839281.0,EST,1,2,1,2013.0,2014.0,2014
Energy Management,13234657.0,GBR,U8,1,1,2010.0,2004.0,2004
unknown,2000000.0,KOR,11,1,1,2015.0,2015.0,2015
Public Relations,2000000.0,USA,CA,1,1,2012.0,2012.0,2012
Databases,15000000.0,USA,CA,1,1,2010.0,2004.0,2004
Fashion,14000000.0,CHN,22,4,1,2004.0,2006.0,2013
Enterprise Software,9680000.0,GBR,H9,2,1,1999.0,2005.0,2007
Biotechnology,81574940.0,USA,AZ,4,1,1999.0,1999.0,2010
Information Technology,222548285.0,,,4,1,2010.0,2004.0,2015
Mobile,26660000.0,CHN,22,6,1,1994.0,1994.0,2002
Software,91914.0,KOR,19,2,1,2013.0,2013.0,2014
Clean Technology,21325293.0,USA,TX,4,1,2003.0,2011.0,2014
Music,550000.0,USA,CA,1,0,2010.0,2007.0,2007
Internet of Things,2401437.0,LUX,3,3,1,2012.0,2012.0,2014
Web Hosting,24000000.0,USA,CA,3,1,2005.0,2005.0,2008
Android,1470000.0,HKG,,3,1,2009.0,2012.0,2015
Analytics,178000000.0,USA,IL,3,1,2004.0,2011.0,2013
Public Relations,2000000.0,IND,19,2,1,2012.0,2015.0,2015
Entertainment,24645630.0,GBR,H9,5,1,2007.0,2007.0,2015
Adventure Travel,140000.0,GBR,B7,2,1,2009.0,2012.0,2013
E-Commerce,2000000.0,DEU,16,1,1,2010.0,2014.0,2014
Biotechnology,200000.0,USA,MI,1,1,2005.0,2011.0,2011
Crowdsourcing,25000.0,USA,MA,1,1,2010.0,2013.0,2013
Hospitality,526315.0,USA,WA,2,1,1988.0,2011.0,2015
Data Visualization,2000000.0,GBR,H9,1,1,2014.0,2014.0,2014
Collaboration,101000.0,HKG,,2,0,2008.0,2009.0,2009
Computers,61895.0,IND,16,1,0,2014.0,2014.0,2014
unknown,2000000.0,USA,CA,1,1,2010.0,2013.0,2013
Games,1300000.0,JPN,40,2,1,2011.0,2011.0,2013
Curated Web,30000.0,IND,19,1,1,2012.0,2014.0,2014
Automotive,6953944.0,JPN,40,2,1,2011.0,2012.0,2014
Mobile,50000.0,USA,CA,1,1,2014.0,2014.0,2014
Enterprise Software,259000000.0,USA,CA,7,1,2006.0,2006.0,2015
Sports,10000.0,GBR,,1,1,2007.0,2008.0,2008
Hardware + Software,2000000.0,MYS,5,1,0,1998.0,2009.0,2009
unknown,4500000.0,,,1,0,2010.0,2007.0,2007
Consumer Goods,2000000.0,USA,CA,1,1,2013.0,2014.0,2014
Finance,2000000.0,USA,KS,1,1,1978.0,2012.0,2012
Biotechnology,762237.0,DEU,7,2,1,2005.0,2006.0,2008
Curated Web,2000000.0,USA,GA,1,1,2000.0,2004.0,2004
Advertising,3421250.0,HKG,,3,1,2012.0,2012.0,2014
Accounting,2000000.0,LUX,3,1,1,1995.0,2006.0,2006
Semiconductors,37891054.0,USA,CA,3,1,2003.0,2008.0,2010
Consulting,10300000.0,USA,UT,1,1,1988.0,2013.0,2013
Technology,7500000.0,USA,CA,1,0,2010.0,2003.0,2003
Enterprise Software,2000000.0,USA,NY,2,1,1997.0,2013.0,2015
unknown,2000000.0,,,5,1,2010.0,2012.0,2014
unknown,2000000.0,,,1,1,2013.0,2014.0,2014
Data Center Infrastructure,7200000.0,USA,CA,1,1,2007.0,2010.0,2010
Biotechnology,10298650.0,BEL,1,2,1,2010.0,2011.0,2013
E-Commerce,26600000.0,IDN,4,4,0,2003.0,2005.0,2008
Semiconductors,500000.0,ISR,2,1,1,2010.0,2006.0,2006
Video,2000000.0,USA,NY,1,1,2009.0,2014.0,2014
Security,16390.0,NLD,7,1,1,2015.0,2015.0,2015
Biotechnology,600000.0,USA,CA,1,1,2010.0,2007.0,2007
Design,8750000.0,,,1,1,2010.0,2005.0,2005
Analytics,2000000.0,USA,CA,1,1,2010.0,2008.0,2008
Education,45000.0,IND,25,1,1,2011.0,2013.0,2013
unknown,2000000.0,,,1,1,2010.0,2011.0,2011
Communications Hardware,5750000.0,USA,UT,2,1,2011.0,2014.0,2015
Hardware + Software,7720000.0,PRT,17,1,0,2010.0,2008.0,2008
Entertainment,650000.0,ARG,7,1,1,2001.0,2001.0,2001
Curated Web,3641507.0,USA,CA,6,1,2012.0,2013.0,2014
Art,66096.0,FRA,A8,1,1,2013.0,2012.0,2012
Software,340000.0,USA,NJ,1,1,2014.0,2014.0,2014
Software,4500000.0,USA,TX,1,0,2005.0,2006.0,2006
E-Commerce,2000000.0,GBR,F4,1,0,2012.0,2012.0,2012
E-Commerce,2000000.0,ESP,29,1,1,2010.0,2012.0,2012
Search,2000000.0,SWE,26,1,1,2010.0,2007.0,2007
Food Processing,2000000.0,FRA,A1,1,1,2010.0,2013.0,2013
Local Search,1500000.0,USA,NY,1,1,2012.0,2015.0,2015
Curated Web,2000000.0,USA,CA,1,1,2011.0,2011.0,2011
E-Commerce,600000.0,USA,CO,1,0,2007.0,2010.0,2010
Hospitality,117200000.0,,,5,1,2011.0,2011.0,2015
E-Commerce,45000000.0,USA,CA,1,1,1991.0,2010.0,2010
Curated Web,230000.0,USA,FL,1,1,2008.0,2013.0,2013
Health and Wellness,2000000.0,USA,VA,1,1,2014.0,2014.0,2014
Search,3000000.0,BRA,21,2,1,2008.0,2008.0,2010
Apps,660000.0,,,1,0,2015.0,2015.0,2015
Audiobooks,40000.0,ARG,7,1,1,2010.0,2013.0,2013
Networking,100000.0,THA,2,1,1,2009.0,2011.0,2011
Software,500000.0,USA,MI,1,1,2010.0,2012.0,2012
All Students,12500.0,,,1,1,2010.0,2014.0,2014
unknown,2000000.0,DEU,2,1,1,2011.0,2013.0,2013
Biotechnology,2000000.0,USA,TX,1,1,2007.0,2012.0,2012
Collaboration,920000.0,USA,CA,3,1,2011.0,2012.0,2013
E-Commerce,3166074.0,USA,WI,4,1,2010.0,2012.0,2015
unknown,3906250.0,AUS,7,1,1,2010.0,2007.0,2007
Local,550000.0,USA,CA,2,1,2010.0,2014.0,2014
Sports,2000000.0,USA,AR,1,1,2008.0,2010.0,2010
Audio,2000000.0,GBR,H9,1,1,2013.0,2015.0,2015
Apps,715000.0,GBR,H9,2,1,2014.0,2014.0,2014
Fitness,500000.0,GBR,M3,1,1,2013.0,2014.0,2014
Health and Wellness,15670000.0,USA,CO,4,0,2008.0,2010.0,2013
Sports,4300000.0,USA,CO,1,1,2010.0,2015.0,2015
Android,2000000.0,USA,NY,1,1,2014.0,2014.0,2014
Curated Web,3400000.0,JPN,40,1,1,2012.0,2013.0,2013
Music,93700.0,NOR,12,4,1,2014.0,2014.0,2015
Music,1500000.0,USA,NJ,2,1,2007.0,2007.0,2009
B2B,89124.0,SGP,,1,1,2010.0,2013.0,2013
Application Platforms,2000000.0,USA,NY,1,1,2015.0,2015.0,2015
unknown,2000000.0,,,1,0,2015.0,2015.0,2015
Art,6539215.0,ITA,9,2,1,2012.0,2013.0,2015
Hardware + Software,120000.0,USA,CA,2,1,2014.0,2015.0,2015
Health and Wellness,785253.0,USA,NC,1,1,2010.0,2015.0,2015
Curated Web,1429763.0,USA,CA,2,0,2005.0,2006.0,2007
Local Businesses,1000000.0,USA,MA,1,1,2010.0,2012.0,2012
unknown,2000000.0,,,1,1,2010.0,2014.0,2014
Entertainment,48000.0,USA,VA,1,1,2014.0,2014.0,2014
Music,1000.0,USA,FL,1,1,2010.0,2014.0,2014
Advertising,9249999.0,USA,IL,5,1,2008.0,2010.0,2013
EdTech,2000000.0,USA,CA,1,1,2006.0,2013.0,2013
Distribution,1034279.0,FIN,13,2,1,2011.0,2011.0,2013
Apps,36530301.0,USA,CA,7,1,2008.0,2010.0,2015
Contests,145000.0,USA,TX,2,1,2014.0,2014.0,2014
Music,6493024.0,USA,NY,2,0,2010.0,2007.0,2009
unknown,2000000.0,,,1,0,2010.0,2006.0,2006
Apps,109469.0,DNK,17,1,1,2014.0,2015.0,2015
Consumer Goods,500000.0,USA,IL,1,1,2011.0,2012.0,2012
Fashion,2000000.0,USA,NY,1,1,2014.0,2013.0,2013
Advertising,109932.0,USA,CA,2,1,2012.0,2013.0,2014
Curated Web,7725818.0,USA,CA,1,1,2010.0,2009.0,2009
Nonprofits,5500000.0,,,1,1,1989.0,2014.0,2014
Hardware + Software,11600000.0,,,2,1,1988.0,2003.0,2005
Music Education,268505.116940371,GBR,H9,1,1,2015.0,2015.0,2015
Analytics,1000000.0,USA,CA,3,1,2010.0,2010.0,2012
Artists Globally,30000.0,USA,OH,1,1,2013.0,2014.0,2014
Music,7000000.0,,,1,1,2010.0,2006.0,2006
Music,2000000.0,USA,CA,1,1,2000.0,2006.0,2006
Data Mining,5356025.0,GBR,H9,3,1,2008.0,2008.0,2013
Apps,3537825.0,,,1,1,1998.0,2009.0,2009
Curated Web,42230000.0,USA,IL,5,1,1999.0,1999.0,2003
Big Data Analytics,20000.0,USA,OH,1,1,2010.0,2014.0,2014
Music,651750.0,DEU,7,1,1,2011.0,2012.0,2012
Apps,931016.0,GBR,H9,1,1,2010.0,2011.0,2011
Music,477181.0,ITA,9,1,1,2012.0,2014.0,2014
Music,3500000.0,USA,CA,2,1,2005.0,2006.0,2007
Music,200000.0,USA,CA,2,1,2012.0,2012.0,2012
E-Commerce,70000.0,USA,NE,2,1,2011.0,2014.0,2014
Music,2000000.0,USA,NY,1,1,2006.0,2012.0,2012
Music,318339.0,PRT,4,1,1,2010.0,2015.0,2015
Facebook Applications,416595.0,GBR,H9,1,1,2010.0,2014.0,2014
Audio,614302.0,USA,TN,3,1,2013.0,2013.0,2015
Entertainment,3904597.0,FRA,A8,1,1,2010.0,2002.0,2002
Apps,10100000.0,GBR,H9,5,1,2010.0,2010.0,2014
Crowdsourcing,1200000.0,USA,CA,1,1,2013.0,2014.0,2014
Apps,966285.0,FIN,13,4,1,2011.0,2011.0,2015
Performance Marketing,302775.0,SWE,26,1,1,2014.0,2015.0,2015
Career Planning,5000000.0,IND,19,1,1,2007.0,2013.0,2013
unknown,2000000.0,,,1,1,2010.0,2013.0,2013
Event Management,219131.0,IRL,7,1,1,2014.0,2015.0,2015
Hardware + Software,390530.0,USA,NC,2,1,2009.0,2010.0,2012
Software,7365000.0,USA,MA,3,1,2012.0,2012.0,2014
Hospitality,1325000.0,USA,OR,3,1,2007.0,2011.0,2014
unknown,2000000.0,,,1,1,2010.0,2014.0,2014
Apps,500000.0,USA,DC,1,1,2011.0,2014.0,2014
Games,2000000.0,JPN,40,1,1,2010.0,2012.0,2012
Health Care,284240.0,IRL,7,2,1,2010.0,2010.0,2011
unknown,2000000.0,,,1,1,2008.0,2010.0,2010
Software,2000000.0,USA,WI,1,1,2012.0,2014.0,2014
Software,21331754.0,USA,CT,4,1,2006.0,2011.0,2014
Analytics,450000.0,USA,TX,2,1,2009.0,2010.0,2012
Biotechnology,2060000.0,IRL,4,2,1,2014.0,2014.0,2014
Blogging Platforms,770000.0,USA,OR,1,1,2012.0,2014.0,2014
Home Decor,2000000.0,DNK,17,1,1,2006.0,2007.0,2007
EdTech,4000000.0,ISR,5,2,1,2011.0,2011.0,2014
Gps,7300.0,MEX,9,1,0,2015.0,2015.0,2015
Video,2000000.0,,,1,1,2012.0,2013.0,2013
Curated Web,2000000.0,FIN,13,1,0,2006.0,2007.0,2007
Events,250000.0,,,1,1,2012.0,2013.0,2013
unknown,82606.3970393867,,,1,1,2015.0,2015.0,2015
Mobile,16231320.0,GBR,H9,2,1,2004.0,2009.0,2010
Art,110000.0,USA,CA,1,1,2013.0,2013.0,2013
Electronics,17285000.0,USA,FL,2,1,2012.0,2014.0,2015
Music,525000.0,USA,CA,2,0,2010.0,2012.0,2012
Artists Globally,6406159.0,USA,CA,2,1,2012.0,2014.0,2014
Curated Web,8000000.0,IRL,7,1,1,2006.0,2008.0,2008
Games,2000000.0,,,1,0,2010.0,2008.0,2008
Curated Web,4400000.0,USA,CA,1,1,2011.0,2013.0,2013
Art,18192.0,NLD,11,1,1,2014.0,2015.0,2015
Internet of Things,1885000.0,USA,CA,3,1,2012.0,2012.0,2014
E-Books,450000.0,USA,MA,1,1,2002.0,2015.0,2015
Health and Wellness,2000000.0,,,1,1,2010.0,2012.0,2012
Legal,350000.0,USA,CA,2,1,2013.0,2013.0,2013
Software,6000000.0,USA,CA,1,1,2010.0,2005.0,2005
Medical Devices,15000000.0,ISR,,1,1,2010.0,2014.0,2014
Banking,52800000.0,USA,WV,1,1,1997.0,2014.0,2014
Software,93000.0,KOR,11,1,1,2012.0,2012.0,2012
Education,2000000.0,USA,MD,1,1,2014.0,2014.0,2014
unknown,2700000.0,,,1,1,2010.0,2006.0,2006
Health and Wellness,841991.0,USA,NJ,1,1,2006.0,2009.0,2009
Media,2000000.0,GBR,H9,1,0,2010.0,2014.0,2014
Fantasy Sports,312500.0,USA,TX,1,1,2015.0,2015.0,2015
Software,2000000.0,USA,PA,1,1,2012.0,2013.0,2013
Recruiting,100000.0,USA,NY,1,1,2011.0,2011.0,2011
Coffee,650000.0,,,1,1,2014.0,2015.0,2015
Finance,2000000.0,KEN,5,1,1,2014.0,2014.0,2014
Software,100000.0,USA,NY,1,1,2011.0,2013.0,2013
unknown,1797000.0,,,1,1,2010.0,2012.0,2012
Content Creators,350000.0,USA,UT,3,1,1999.0,1999.0,2007
Consulting,822000.0,SWE,26,1,1,1998.0,2005.0,2005
Information Security,2000000.0,GBR,F2,1,1,2002.0,2014.0,2014
Small and Medium Businesses,30000.0,,,1,1,2010.0,2014.0,2014
Security,4000000.0,USA,CO,1,1,2002.0,2006.0,2006
Health Care,4484952.0,USA,MA,3,1,2008.0,2011.0,2015
Biotechnology,210000.0,USA,NC,1,1,2010.0,2014.0,2014
3D Printing,1800000.0,,,4,1,2013.0,2012.0,2015
Energy,31000000.0,,,1,0,2010.0,2004.0,2004
Software,1775000.0,USA,CA,3,1,2012.0,2012.0,2014
B2B,500000.0,ISR,5,1,1,2013.0,2012.0,2012
Games,17200000.0,FRA,A8,4,1,2006.0,2007.0,2010
E-Commerce,10000000.0,CHN,,1,1,2008.0,2011.0,2011
Advertising,50000.0,USA,MD,1,1,2005.0,2008.0,2008
Education,27425.0,MYS,14,1,1,2015.0,2015.0,2015
Apps,1700000.0,RUS,48,3,0,2011.0,2012.0,2012
unknown,2000000.0,USA,LA,1,1,2010.0,2010.0,2010
Hospitality,2000000.0,USA,NY,1,1,2012.0,2010.0,2010
E-Commerce,365000.0,USA,IN,1,1,2010.0,2012.0,2012
Software,375000.0,USA,CA,1,0,2006.0,2008.0,2008
Gps,6000000.0,USA,NY,2,1,2009.0,2010.0,2011
Fashion,15000.0,USA,CA,2,1,2014.0,2014.0,2015
Software,125000.0,USA,IN,2,1,2009.0,2014.0,2015
